"grant_id","parent_grant_id","grant_name","grant_code","system_block"
815,814,"Отметить галочку","OA__RemontFormRemontMarkStepMark","MySpace"
816,803,"Показать номер телефона контактного лица","OA__RemontFormRequisitePropContactPhoneShow","MySpace"
817,744,"Этапы (Действия)","OA__RemontFormRemontStageAction","MySpace"
818,817,"Добавить этап","OA__RemontFormRemontStageAdd","MySpace"
819,716,"История ожидания клиента","OA__RemontFormAcceptWaitBlock","MySpace"
820,817,"Замечания устранены","OA__RemontFormAcceptWaitEliminate","MySpace"
821,716,"История проверок ЧО","OA__RemontFormDraftCheckBlock","MySpace"
822,744,"Документы (Действия)","OA__RemontFormDocumentAction","MySpace"
823,822,"Добавить документ","OA__RemontFormDocumentAdd","MySpace"
824,822,"Редактировать документ","OA__RemontFormDocumentUpdate","MySpace"
825,822,"Удалить документ","OA__RemontFormDocumentDelete","MySpace"
828,688,"Вызов внешнего мастера","P__CallExternalMaster","Модуль для подрядчиков"
829,null,"Справочники","OA__Handbook","MySpace"
830,829,"Конструктив","OA__HandbookWorkSet","MySpace"
831,830,"Показать конструктивы","OA__HandbookWorkSetShow","MySpace"
832,830,"Редактировать конструктив","OA__HandbookWorkSetUpdate","MySpace"
1029,663,"Отменить платеж","OA__CancelCosts","MySpace"
1030,566,"Доступ к ремонтом для мастеров по услугам","P__AccessToRemontForServiceMaster","Модуль для подрядчиков"
1031,829,"Шаблоны уведомлений","OA__HandbookNoticeTemplate","MySpace"
1032,1031,"Показать шаблоны уведомлений","OA__HandbookNoticeTemplateShow","MySpace"
1034,1031,"Добавить шаблон уведомления","OA__HandbookNoticeTemplateAdd","MySpace"
1035,1031,"Редактировать шаблон уведомления","OA__HandbookNoticeTemplateUpdate","MySpace"
1036,1031,"Удалить шаблон уведомления","OA__HandbookNoticeTemplateDelete","MySpace"
1037,829,"Поставщики","OA__HandbookProvider","MySpace"
1038,1037,"Показать поставщиков","OA__HandbookProviderShow","MySpace"
1039,1037,"Редактировать поставщика","OA__HandbookProviderUpdate","MySpace"
1040,829,"Договор поставщиков","OA__HandbookProviderAgreement","MySpace"
1041,1040,"Показать договор поставщиков","OA__HandbookProviderAgreementShow","MySpace"
1042,1040,"Добавить договор поставщика","OA__HandbookProviderAgreementAdd","MySpace"
1043,1040,"Редактировать договор поставщика","OA__HandbookProviderAgreementUpdate","MySpace"
1044,1040,"Удалить договор поставщика","OA__HandbookProviderAgreementDelete","MySpace"
1045,289,"Показать назначенных мастеров","P__ShowRemontMaster","Модуль для подрядчиков"
1046,829,"Файлы организации","OA__HandbookOrgFile","MySpace"
1047,1046,"Показать файлы организации","OA__HandbookOrgFileShow","MySpace"
1048,1046,"Добавить файл организации","OA__HandbookOrgFileAdd","MySpace"
1049,1046,"Удалить файл организации","OA__HandbookOrgFileDelete","MySpace"
1050,662,"Ожидает возврата","OA__CostsRefund","MySpace"
1051,1050,"Показать платежи","OA__CostsRefundShow","MySpace"
1052,307,"Внешние мастера","P__ExternalMaster","Модуль для подрядчиков"
1053,1052,"Показать список внешних мастеров","P__ExternalMasterShow","Модуль для подрядчиков"
1054,307,"Мастера по услугам","P__ServiceMaster","Модуль для подрядчиков"
1055,1054,"Показать список мастеров по услугам","P__ServiceMasterShow","Модуль для подрядчиков"
1056,307,"Мастера по специализации","P__SpecialityMaster","Модуль для подрядчиков"
1057,1056,"Показать список мастеров по специализации","P__SpecialityMasterShow","Модуль для подрядчиков"
1058,289,"Показать назначенных мастеров по услугам","P__ShowRemontMasterService","Модуль для подрядчиков"
1059,1065,"Мастера по услугам","OA__MasterPaymentServiceMaster","MySpace"
1060,1059,"Показать мастеров по услугам","OA__MasterPaymentServiceMasterShow","MySpace"
1061,1063,"Оплата мастерам","P__MasterPayment","Модуль для подрядчиков"
1062,1061,"Показать оплаты мастерам по ИП","P__MasterPaymentShow","Модуль для подрядчиков"
1063,null,"Финансы","P__Finance","Модуль для подрядчиков"
1064,1061,"Показать оплаты мастерам","P__MasterPaymentShowAll","Модуль для подрядчиков"
1065,null,"Оплаты мастерам","OA__MasterPayment","MySpace"
1067,1061,"Показать подписанные документы","P__MasterPaymentShowDocument","Модуль для подрядчиков"
1068,1061,"Скачать подписанный документ","P__MasterPaymentDownloadDocument","Модуль для подрядчиков"
1069,1061,"Подписать платеж","P__MasterPaymentSign","Модуль для подрядчиков"
1070,289,"Показать пресет","P__RemontPresetShow","Модуль для подрядчиков"
1071,1061,"Отменить платеж","P__MasterPaymentCancel","Модуль для подрядчиков"
1072,681,"Обновить группы работ","P__UpdateWcheck","Модуль для подрядчиков"
1073,1052,"Показать отчет по внешним мастерам","P__ShowExternalMastersPayment","Модуль для подрядчиков"
1074,null,"Показать список мастеров","A__ShowTeamMaster","Администрирование"
1075,null,"Генератор отчетов","OA__ReportGenerator","MySpace"
1076,1075,"Показать отчеты","OA__ReportGeneratorShow","MySpace"
1077,1075,"Показать параметры отчета","OA__ReportGeneratorParametersShow","MySpace"
1078,1061,"Скачать квитанцию","P__MasterPaymentReceipt","Модуль для подрядчиков"
1079,null,"Ручное изменение данных","OA__ManualModification","MySpace"
1080,1075,"Выгрузить отчет","OA__ReportGeneratorExcel","MySpace"
1081,1079,"Показать отчеты","OA__ManualModificationShow","MySpace"
1082,1079,"Запустить отчет","OA__ManualModificationExecute","MySpace"
1083,1079,"Показать параметры отчета","OA__ManualModificationParametersShow","MySpace"
1084,744,"Доп. соглашения (Действия)","OA__RemontFormDSAction","MySpace"
1085,1084,"Добавить ДС","OA__RemontFormDSAdd","MySpace"
1086,1084,"Редактировать ДС","OA__RemontFormDSEdit","MySpace"
1087,1084,"Изменение состава и квадратуры комнат (Действия)","OA__RemontFormDSRoomChangeAction","MySpace"
1088,1087,"Показать комнаты ДС","OA__RemontFormDSRoomChangeShow","MySpace"
1089,1087,"Добавить комнату ДС","OA__RemontFormDSRoomChangeAdd","MySpace"
1090,1087,"Редактировать комнату ДС","OA__RemontFormDSRoomChangeEdit","MySpace"
1091,1087,"Удалить комнату ДС","OA__RemontFormDSRoomChangeDelete","MySpace"
1092,1084,"Утвердить ДС","OA__RemontFormDSAccept","MySpace"
1093,1084,"Удалить ДС","OA__RemontFormDSDelete","MySpace"
1094,1084,"Отправить на подписание ДС","OA__RemontFormDSSendSign","MySpace"
1095,1084,"Показать доступные комнаты ДС","OA__RemontFormDSRoomShow","MySpace"
1096,641,"Создать ссылку","PR__RequestCreateLink","Модуль для поставщиков"
1097,641,"Редактировать ссылку","PR__RequestEditLink","Модуль для поставщиков"
1098,1099,"Показать список поставщиков","PR__ShowProviderList","Модуль для поставщиков"
1099,null,"Общие","PR_Common","Модуль для поставщиков"
1100,641,"Удалить ссылку","PR__RequestDeleteLink","Модуль для поставщиков"
1101,641,"Обновить ссылку","PR__RequestRenewLink","Модуль для поставщиков"
1102,1084,"Скачать шаблон ДС","OA__RemontFormDSDownloadDS","MySpace"
1103,782,"Общие суммы платежей","OA__RemontFormPaymentAmountRead","MySpace"
1104,681,"Завершить работу мастера","P__MasterCompletedWork","Модуль для подрядчиков"
1105,566,"Доступ к ремонтом для внешних мастеров","P__AccessToRemontForExternalMaster","Модуль для подрядчиков"
1106,645,"Редактировать ""Условия""","OA__UpdateRemontStepCondition","MySpace"
1107,645,"Редактировать ""Действия""","OA__UpdateRemontStepActivity","MySpace"
1108,645,"Запуск проверки ""Условия"" и ""Действия""","OA__CheckRemontStepConditionActivity","MySpace"
1109,299,"Отчет по оплатам мастерам","P__ShowContractorCostMasterPayment","Модуль для подрядчиков"
1110,829," Версия мобильного приложения","OA__HandbookMobileAppVersion","MySpace"
1111,1110," Показать версии мобильных приложений","OA__HandbookMobileAppVersionShow","MySpace"
1112,1110,"Добавить версию приложение","OA__HandbookMobileAppVersionAdd","MySpace"
1113,1110,"Удалить версию приложение","OA__HandbookMobileAppVersionDelete","MySpace"
1114,null,"Отчеты для руководителей","OA__MNGReport","MySpace"
1115,1114,"Показать типы отчета руководителей","OA__MNGReportGroupRead","MySpace"
